Community_Name,Sector,Side,Per_capita_income,Percent_unemployed,Percent_without_diploma,Percent_households_below_poverty,Neighborhood,Ward,ZIP,Police_District,Unit_ID,Violation_ID,Issued_year,Time_of_day,License_plate_origin,Vehicle_type
Jefferson Park,Other N/NW Side,Far North Side,27751,12.4,13.4,8.6,JP2,45,60630,16,501,123,2006,Morning,In-state,PAS
Edgewater,Other N/NW Side,Far North Side,33385,9.2,9.7,18.2,E1,48,60640,20,20,1,2015,Evening,In-state,PAS
Portage Park,Other N/NW Side,Northwest Side,24336,12.6,19.3,11.6,PP,30,60641,16,498,6,2013,Morning,In-state,PAS
Hyde Park,Other S/SE/SW Side,South Side,39056,8.4,4.3,18.4,HP2,20,60615,2,21,90,2003,AfterWork,In-state,PAS
Chatham,Other S/SE/SW Side,Far Southeast Side,18881,24,14.5,27.8,C1,6,60619,6,0,125,1997,Midday,In-state,PAS
Avondale,Other N/NW Side,North Side,20039,9.2,24.7,15.3,A4,31,60618,25,498,10,2005,Midday,In-state,PAS
Brighton Park,Other S/SE/SW Side,Southwest Side,13089,13.9,45.1,23.6,BP,12,60632,9,9,44,2006,Overnight,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,42,60611,18,252,1,2009,Midday,In-state,TRK
Garfield Ridge,Garfield Ridge (Midway),Southwest Side,26353,11.3,19.3,8.8,GR,23,60638,8,25,27,2002,Overnight,In-state,PAS
Kenwood,Other S/SE/SW Side,South Side,35911,15.7,11.3,21.7,K,5,60615,2,498,10,2012,Morning,In-state,PAS
Near South Side,Near South Side,Central,59077,4.9,7.4,13.8,MC,4,60605,1,1,46,2008,Midday,In-state,TRK
Loop,Loop,Central,65526,5.7,3.1,14.7,L,4,60605,1,1,105,2003,AfterWork,In-state,PAS
Beverly,Other S/SE/SW Side,Far Southwest Side,39523,8,3.7,5.1,B1,19,60620,22,498,110,2008,Midday,In-state,PAS
Lincoln Park,Lincoln Park,North Side,71551,5.1,3.6,12.3,LP,2,60614,18,18,6,2001,Morning,In-state,TRK
Grand Boulevard,Other S/SE/SW Side,South Side,23472,24.3,15.9,29.3,GB,4,60615,2,2,10,2004,Morning,In-state,PAS
Portage Park,Other N/NW Side,Northwest Side,24336,12.6,19.3,11.6,PP,45,60641,16,498,44,2011,Midday,In-state,PAS
Grand Boulevard,Other S/SE/SW Side,South Side,23472,24.3,15.9,29.3,GB,3,60653,2,0,123,1996,Morning,In-state,PAS
Englewood,Other S/SE/SW Side,Southwest Side,11888,28,28.5,46.6,E2,16,60621,7,7,105,2015,Midday,In-state,PAS
Lincoln Park,Lincoln Park,North Side,71551,5.1,3.6,12.3,Sa,43,60614,19,498,123,2002,Midday,In-state,PAS
Washington Park,Other S/SE/SW Side,South Side,13785,28.6,25.4,42.1,WP2,20,60637,2,498,116,2017,Midday,Out-of-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,42,60654,18,502,113,2016,Midday,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,42,60654,18,498,6,2001,Morning,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,Ra,2,60610,18,502,79,2016,Midday,In-state,PAS
Loop,Loop,Central,65526,5.7,3.1,14.7,L,34,60603,1,252,1,2006,Midday,In-state,TRK
Portage Park,Other N/NW Side,Northwest Side,24336,12.6,19.3,11.6,PP,45,60630,16,16,28,2004,Morning,In-state,PAS
Lincoln Park,Lincoln Park,North Side,71551,5.1,3.6,12.3,LP,43,60614,19,23,53,2006,Overnight,In-state,PAS
Garfield Ridge,Garfield Ridge (Midway),Southwest Side,26353,11.3,19.3,8.8,GR,23,60638,8,25,1,2003,Morning,In-state,PAS
Brighton Park,Other S/SE/SW Side,Southwest Side,13089,13.9,45.1,23.6,BP,12,60632,9,498,66,2015,Morning,In-state,TMP
Brighton Park,Other S/SE/SW Side,Southwest Side,13089,13.9,45.1,23.6,BP,12,60632,9,501,123,2004,Morning,In-state,TRK
South Lawndale,Other W Side,West Side,10402,15.8,54.8,30.7,LV1,25,60608,10,14,105,2016,Midday,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,WL2,34,60661,12,57,44,2007,AfterWork,In-state,PAS
Chicago Lawn,Other S/SE/SW Side,Southwest Side,13231,17.1,31.2,27.9,CL,16,60629,8,498,6,2008,Morning,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,44,60657,19,57,44,2003,AfterWork,Out-of-state,PAS
Chatham,Other S/SE/SW Side,Far Southeast Side,18881,24,14.5,27.8,C1,8,60619,6,0,123,1998,Morning,In-state,PAS
Logan Square,Logan Square,North Side,31908,8.2,14.8,16.8,LS2,26,60647,14,14,105,2005,AfterWork,In-state,PAS
Bridgeport,Other S/SE/SW Side,South Side,22694,13.7,22.2,18.9,B3,11,60616,9,502,44,2013,AfterWork,In-state,PAS
Bridgeport,Other S/SE/SW Side,South Side,22694,13.7,22.2,18.9,B3,11,60616,9,499,11,2002,Morning,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,42,60654,18,498,154,2015,Midday,In-state,PAS
West Garfield Park,Other W Side,West Side,10934,25.8,24.5,41.7,GP1,37,60624,11,498,185,2015,Morning,In-state,PAS
Kenwood,Other S/SE/SW Side,South Side,35911,15.7,11.3,21.7,K,4,60653,2,2,185,2013,Overnight,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,OT,2,60610,18,498,44,2006,Morning,In-state,PAS
Garfield Ridge,Garfield Ridge (Midway),Southwest Side,26353,11.3,19.3,8.8,GR,23,60638,8,498,6,2003,Morning,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,44,60657,19,498,6,2010,Morning,In-state,PAS
Gage Park,Other S/SE/SW Side,Southwest Side,12171,18.2,51.5,23.4,GP3,15,60629,8,20,6,2010,Morning,In-state,PAS
Lower West Side,Other W Side,West Side,16444,15.8,40.7,25.8,LW,25,60608,12,498,1,2010,Midday,In-state,TRK
West Town,West Town,West Side,43198,6.6,12.9,14.7,WT,1,60622,12,13,6,2010,Morning,In-state,PAS
West Town,West Town,West Side,43198,6.6,12.9,14.7,WT,1,60642,12,498,6,2002,Morning,In-state,PAS
West Garfield Park,Other W Side,West Side,10934,25.8,24.5,41.7,GP1,28,60624,11,11,6,2006,Morning,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,WL2,34,60607,12,498,154,2017,Midday,In-state,PAS
Uptown,Other N/NW Side,Far North Side,35787,8.9,11.8,24,U,46,60640,19,23,10,2002,Midday,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,27,60610,18,18,154,2013,Morning,In-state,PAS
Rogers Park,Other N/NW Side,Far North Side,23939,8.7,18.2,23.6,RP,49,60626,24,498,8,2001,Morning,In-state,PAS
Lincoln Park,Lincoln Park,North Side,71551,5.1,3.6,12.3,LP,43,60614,19,502,44,2007,Evening,In-state,PAS
West Englewood,Other S/SE/SW Side,Southwest Side,11317,35.9,26.3,34.4,E2,15,60636,7,24,11,2005,Evening,Out-of-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,32,60657,19,498,26,2010,Midday,In-state,PAS
Logan Square,Logan Square,North Side,31908,8.2,14.8,16.8,LS2,1,60647,14,498,116,2018,Morning,Out-of-state,PAS
Morgan Park,Other S/SE/SW Side,Far Southwest Side,27149,15,10.8,13.2,MP3,19,60643,22,22,10,2016,Overnight,In-state,PAS
New City,Other S/SE/SW Side,Southwest Side,12765,23,41.5,29,NC1,16,60609,9,9,154,2003,Evening,In-state,PAS
Loop,Loop,Central,65526,5.7,3.1,14.7,L,34,60603,1,498,1,2018,Morning,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,WL2,34,60661,1,501,116,2018,Midday,In-state,Other
West Town,West Town,West Side,43198,6.6,12.9,14.7,WT,27,60642,12,0,52,1996,Overnight,In-state,PAS
Lincoln Park,Lincoln Park,North Side,71551,5.1,3.6,12.3,LP,43,60614,18,18,1,2008,Midday,In-state,TRK
Roseland,Other S/SE/SW Side,Far Southeast Side,17949,20.3,16.9,19.8,R2,9,60628,5,26,154,2014,Evening,In-state,PAS
Edgewater,Other N/NW Side,Far North Side,33385,9.2,9.7,18.2,E1,48,60640,20,0,65,1998,Overnight,In-state,PAS
North Lawndale,Other W Side,West Side,12034,21.2,27.6,43.1,NL,28,60608,10,498,6,2015,Morning,Out-of-state,PAS
Lower West Side,Other W Side,West Side,16444,15.8,40.7,25.8,LW,25,60608,10,10,1,2001,Overnight,In-state,PAS
Belmont Cragin,Other N/NW Side,Northwest Side,15461,14.6,37.3,18.7,BC,30,60639,25,25,65,1999,Midday,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,42,60654,18,498,65,2015,Midday,In-state,TRK
Rogers Park,Other N/NW Side,Far North Side,23939,8.7,18.2,23.6,RP,49,60626,24,729,113,2012,Midday,In-state,PAS
Morgan Park,Other S/SE/SW Side,Far Southwest Side,27149,15,10.8,13.2,MP3,19,60643,22,22,10,2013,Midday,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,42,60654,18,498,79,1999,Morning,In-state,PAS
Kenwood,Other S/SE/SW Side,South Side,35911,15.7,11.3,21.7,K,4,60615,2,24,5,2004,Morning,In-state,PAS
Austin,Other W Side,West Side,15957,22.6,24.4,28.6,A3,37,60644,15,498,123,2009,Morning,In-state,PAS
West Town,West Town,West Side,43198,6.6,12.9,14.7,WT,1,60642,14,498,6,2002,Morning,In-state,TRK
Chicago Lawn,Other S/SE/SW Side,Southwest Side,13231,17.1,31.2,27.9,CL,16,60629,8,498,113,2017,Morning,In-state,PAS
Loop,Loop,Central,65526,5.7,3.1,14.7,L,34,60605,1,18,105,2010,AfterWork,In-state,PAS
Uptown,Other N/NW Side,Far North Side,35787,8.9,11.8,24,U,40,60640,20,498,10,2011,Midday,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,LI,25,60608,12,12,6,2007,Morning,Out-of-state,PAS
Austin,Other W Side,West Side,15957,22.6,24.4,28.6,A3,29,60644,15,25,31,2013,Evening,In-state,PAS
Albany Park,Other N/NW Side,Far North Side,21323,10,32.9,19.2,AP2,33,60625,17,498,113,2001,Morning,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,44,60657,19,502,44,2005,Overnight,In-state,PAS
Archer Heights,Other S/SE/SW Side,Southwest Side,16134,16.5,35.9,14.1,AH,14,60632,8,498,163,2008,Morning,In-state,PAS
Loop,Loop,Central,65526,5.7,3.1,14.7,GP2,42,60604,1,12,10,2005,AfterWork,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,WL2,34,60607,12,0,105,1996,AfterWork,In-state,PAS
Washington Heights,Other S/SE/SW Side,Far Southwest Side,19713,20.8,13.7,16.9,WH,21,60620,22,22,65,2016,AfterWork,In-state,PAS
West Elsdon,Other S/SE/SW Side,Southwest Side,15754,16.7,37,15.6,WE,13,60629,8,0,46,1996,Overnight,In-state,TRK
South Lawndale,Other W Side,West Side,10402,15.8,54.8,30.7,LV1,22,60623,10,10,10,2007,Morning,In-state,PAS
Chatham,Other S/SE/SW Side,Far Southeast Side,18881,24,14.5,27.8,C1,6,60619,6,6,179,1999,Evening,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,44,60657,19,498,105,2005,Morning,In-state,PAS
West Lawn,Other S/SE/SW Side,Southwest Side,16907,9.6,33.6,14.9,WL1,23,60629,8,498,6,2011,Morning,Out-of-state,PAS
Roseland,Other S/SE/SW Side,Far Southeast Side,17949,20.3,16.9,19.8,R2,9,60628,5,26,124,2014,AfterWork,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,LI,28,60607,12,502,44,2008,Evening,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,WL2,34,60661,1,12,65,2001,Morning,In-state,PAS
New City,Other S/SE/SW Side,Southwest Side,12765,23,41.5,29,NC1,15,60609,9,498,26,2009,Midday,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,WL2,27,60607,12,12,53,2001,Midday,In-state,PAS
North Lawndale,Other W Side,West Side,12034,21.2,27.6,43.1,NL,24,60623,10,10,185,2015,AfterWork,In-state,PAS
Albany Park,Other N/NW Side,Far North Side,21323,10,32.9,19.2,AP2,33,60625,17,0,8,1997,Morning,In-state,PAS
Near South Side,Near South Side,Central,59077,4.9,7.4,13.8,NS,3,60605,1,498,105,2003,Midday,Out-of-state,PAS
North Center,Other N/NW Side,North Side,57123,5.2,4.5,7.5,NC2,32,60618,19,498,6,2010,Morning,In-state,PAS
Lincoln Park,Lincoln Park,North Side,71551,5.1,3.6,12.3,OT,43,60614,18,498,44,2004,AfterWork,In-state,Other
Belmont Cragin,Other N/NW Side,Northwest Side,15461,14.6,37.3,18.7,BC,31,60639,25,25,123,1999,Midday,In-state,PAS
Rogers Park,Other N/NW Side,Far North Side,23939,8.7,18.2,23.6,RP,49,60626,24,24,1,2002,Overnight,In-state,PAS
Chicago Lawn,Other S/SE/SW Side,Southwest Side,13231,17.1,31.2,27.9,CL,15,60629,8,24,6,2013,Morning,In-state,PAS
North Lawndale,Other W Side,West Side,12034,21.2,27.6,43.1,NL,24,60623,10,10,123,2009,Overnight,In-state,PAS
Avondale,Other N/NW Side,North Side,20039,9.2,24.7,15.3,A4,35,60618,14,14,105,2004,Morning,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,42,60654,18,18,1,2001,Midday,Out-of-state,PAS
Logan Square,Logan Square,North Side,31908,8.2,14.8,16.8,B4,32,60647,14,145,90,2017,Midday,In-state,PAS
South Lawndale,Other W Side,West Side,10402,15.8,54.8,30.7,LV1,22,60623,10,17,6,2011,Morning,In-state,PAS
Rogers Park,Other N/NW Side,Far North Side,23939,8.7,18.2,23.6,RP,49,60626,24,24,27,2010,Overnight,In-state,PAS
South Lawndale,Other W Side,West Side,10402,15.8,54.8,30.7,LV1,25,60623,10,498,116,2018,Morning,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,42,60654,18,18,163,2011,Evening,Out-of-state,PAS
New City,Other S/SE/SW Side,Southwest Side,12765,23,41.5,29,NC1,15,60609,9,502,10,2012,Evening,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,G1,34,60607,12,498,163,2016,Midday,In-state,PAS
Dunning,Other N/NW Side,Northwest Side,26282,10,16.2,10.6,D2,38,60634,16,16,105,2008,AfterWork,In-state,TMP
Auburn Gresham,Other S/SE/SW Side,Far Southwest Side,15528,28.3,18.5,27.6,AG,17,60620,6,0,113,1999,Morning,In-state,PAS
Edgewater,Other N/NW Side,Far North Side,33385,9.2,9.7,18.2,E1,48,60640,20,20,10,2005,Overnight,In-state,TMP
Bridgeport,Other S/SE/SW Side,South Side,22694,13.7,22.2,18.9,B3,11,60608,9,502,113,2003,AfterWork,In-state,PAS
Kenwood,Other S/SE/SW Side,South Side,35911,15.7,11.3,21.7,K,4,60615,2,498,10,2009,Midday,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,27,60610,18,729,79,2012,AfterWork,In-state,PAS
Woodlawn,Other S/SE/SW Side,South Side,18672,23.4,16.5,30.7,W1,20,60637,3,3,10,2005,Morning,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,44,60613,19,19,8,2001,AfterWork,In-state,PAS
North Lawndale,Other W Side,West Side,12034,21.2,27.6,43.1,NL,24,60623,10,25,105,2011,Morning,In-state,PAS
Gage Park,Other S/SE/SW Side,Southwest Side,12171,18.2,51.5,23.4,GP3,15,60629,8,498,44,2015,Morning,In-state,PAS
Lincoln Park,Lincoln Park,North Side,71551,5.1,3.6,12.3,LP,43,60614,18,502,8,2001,Evening,In-state,PAS
South Lawndale,Other W Side,West Side,10402,15.8,54.8,30.7,LV1,22,60623,10,10,28,2005,Morning,In-state,PAS
Kenwood,Other S/SE/SW Side,South Side,35911,15.7,11.3,21.7,K,4,60653,2,2,10,2014,Overnight,In-state,TMP
Logan Square,Logan Square,North Side,31908,8.2,14.8,16.8,LS2,26,60647,14,14,154,2004,Midday,In-state,Other
Loop,Loop,Central,65526,5.7,3.1,14.7,L,34,60603,1,152,163,2003,Midday,In-state,PAS
Austin,Other W Side,West Side,15957,22.6,24.4,28.6,A3,37,60651,25,25,10,2003,Overnight,In-state,PAS
Dunning,Other N/NW Side,Northwest Side,26282,10,16.2,10.6,D2,38,60634,16,501,123,2003,Morning,In-state,PAS
West Town,West Town,West Side,43198,6.6,12.9,14.7,WT,27,60642,12,0,1,1997,Midday,In-state,PAS
Rogers Park,Other N/NW Side,Far North Side,23939,8.7,18.2,23.6,RP,49,60626,24,498,113,2004,Midday,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,OT,2,60610,18,18,44,2003,Evening,In-state,TMP
Lincoln Square,Other N/NW Side,Far North Side,37524,8.2,13.4,10.9,LS1,47,60625,19,502,113,2015,Evening,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,WL2,34,60606,1,0,124,1998,Morning,In-state,TRK
Brighton Park,Other S/SE/SW Side,Southwest Side,13089,13.9,45.1,23.6,BP,12,60632,9,498,10,2010,Midday,In-state,TRK
West Town,West Town,West Side,43198,6.6,12.9,14.7,WT,1,60622,12,18,105,2011,Midday,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,32,60657,19,502,154,2011,Midday,In-state,PAS
West Town,West Town,West Side,43198,6.6,12.9,14.7,WP3,1,60622,14,502,26,2009,Midday,Out-of-state,PAS
West Town,West Town,West Side,43198,6.6,12.9,14.7,WT,27,60642,14,0,6,1998,Morning,In-state,PAS
Gage Park,Other S/SE/SW Side,Southwest Side,12171,18.2,51.5,23.4,GP3,14,60629,8,8,105,2005,Midday,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,44,60657,19,19,6,2002,Morning,In-state,TMP
Near North Side,Near North Side,Central,88669,7,2.5,12.9,OT,2,60610,18,502,10,2011,Evening,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,42,60654,18,498,27,2003,Midday,In-state,PAS
Englewood,Other S/SE/SW Side,Southwest Side,11888,28,28.5,46.6,E2,16,60621,7,7,154,2002,AfterWork,In-state,PAS
North Center,Other N/NW Side,North Side,57123,5.2,4.5,7.5,NC2,47,60613,19,19,1,2004,Overnight,In-state,PAS
North Lawndale,Other W Side,West Side,12034,21.2,27.6,43.1,NL,28,60612,11,13,123,2002,Midday,In-state,PAS
Logan Square,Logan Square,North Side,31908,8.2,14.8,16.8,LS2,26,60647,14,14,10,2014,Midday,In-state,TMP
Loop,Loop,Central,65526,5.7,3.1,14.7,L,34,60602,1,15,10,2008,Morning,In-state,PAS
Lincoln Park,Lincoln Park,North Side,71551,5.1,3.6,12.3,LP,43,60614,19,0,113,1997,Midday,In-state,PAS
Hyde Park,Other S/SE/SW Side,South Side,39056,8.4,4.3,18.4,HP2,5,60615,2,2,6,2013,Morning,In-state,PAS
Gage Park,Other S/SE/SW Side,Southwest Side,12171,18.2,51.5,23.4,GP3,14,60632,8,8,11,2012,Overnight,In-state,PAS
Loop,Loop,Central,65526,5.7,3.1,14.7,L,4,60605,1,0,79,1996,Morning,In-state,Other
Rogers Park,Other N/NW Side,Far North Side,23939,8.7,18.2,23.6,RP,49,60626,24,7,125,2013,Overnight,In-state,PAS
Lincoln Park,Lincoln Park,North Side,71551,5.1,3.6,12.3,LP,2,60614,18,2,6,2000,Morning,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,Ra,42,60610,18,502,26,2011,Midday,Out-of-state,PAS
Chicago Lawn,Other S/SE/SW Side,Southwest Side,13231,17.1,31.2,27.9,CL,16,60629,8,498,6,2001,Morning,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,WL2,34,60606,1,511,135,2009,Morning,In-state,PAS
Armour Square,Other S/SE/SW Side,South Side,16148,16.7,34.5,40.1,C2,11,60616,9,21,177,2004,Overnight,In-state,PAS
Rogers Park,Other N/NW Side,Far North Side,23939,8.7,18.2,23.6,RP,49,60626,24,498,1,2017,Midday,In-state,PAS
South Lawndale,Other W Side,West Side,10402,15.8,54.8,30.7,LV1,22,60623,10,14,10,2008,Overnight,In-state,PAS
Austin,Other W Side,West Side,15957,22.6,24.4,28.6,A3,28,60644,15,15,123,2003,Overnight,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,W2,44,60613,19,502,44,2014,Evening,In-state,PAS
Auburn Gresham,Other S/SE/SW Side,Far Southwest Side,15528,28.3,18.5,27.6,AG,18,60620,6,501,123,2003,Midday,In-state,PAS
North Lawndale,Other W Side,West Side,12034,21.2,27.6,43.1,NL,24,60608,10,498,8,2003,Midday,In-state,PAS
Loop,Loop,Central,65526,5.7,3.1,14.7,L,42,60601,1,495,125,2009,Midday,In-state,TRK
Garfield Ridge,Garfield Ridge (Midway),Southwest Side,26353,11.3,19.3,8.8,GR,13,60629,8,51,1,2008,Morning,In-state,TRK
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,47,60613,19,19,123,2001,Morning,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,UC,27,60612,12,498,154,2015,Morning,In-state,PAS
Englewood,Other S/SE/SW Side,Southwest Side,11888,28,28.5,46.6,E2,16,60621,7,0,123,1997,Evening,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,42,60654,18,495,3,2009,Morning,In-state,PAS
West Pullman,Other S/SE/SW Side,Far Southeast Side,16563,19.4,20.5,25.9,WP1,21,60628,5,5,5,2004,Midday,In-state,PAS
West Lawn,Other S/SE/SW Side,Southwest Side,16907,9.6,33.6,14.9,WL1,23,60629,8,0,105,1998,Midday,In-state,PAS
Near North Side,Near North Side,Central,88669,7,2.5,12.9,RN,42,60611,18,152,79,2003,Overnight,In-state,PAS
Lincoln Park,Lincoln Park,North Side,71551,5.1,3.6,12.3,Sa,43,60614,19,502,113,2012,Midday,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,LI,34,60607,12,498,26,2008,Midday,In-state,PAS
Loop,Loop,Central,65526,5.7,3.1,14.7,L,34,60604,1,1,79,2007,Midday,Out-of-state,PAS
Calumet Heights,Other S/SE/SW Side,Far Southeast Side,28887,20,11,11.5,CH,8,60617,4,498,10,2011,Morning,In-state,PAS
West Town,West Town,West Side,43198,6.6,12.9,14.7,UV,36,60622,12,12,6,2015,Morning,In-state,PAS
Logan Square,Logan Square,North Side,31908,8.2,14.8,16.8,LS2,1,60647,14,498,44,2011,Morning,In-state,PAS
East Garfield Park,Other W Side,West Side,12961,19.6,21.3,42.4,GP1,27,60612,11,11,123,2008,Overnight,In-state,PAS
Grand Boulevard,Other S/SE/SW Side,South Side,23472,24.3,15.9,29.3,GB,3,60653,2,2,10,2006,Midday,In-state,PAS
West Lawn,Other S/SE/SW Side,Southwest Side,16907,9.6,33.6,14.9,WL1,13,60629,8,557,105,2013,AfterWork,In-state,PAS
Riverdale,Other S/SE/SW Side,Far Southeast Side,8201,34.6,27.5,56.5,R1,10,60827,5,715,123,2000,Evening,In-state,PAS
South Shore,Other S/SE/SW Side,South Side,19398,20,14,31.1,SS,7,60649,3,3,10,2006,Overnight,In-state,PAS
Woodlawn,Other S/SE/SW Side,South Side,18672,23.4,16.5,30.7,JP1,5,60649,3,703,181,2001,Midday,In-state,PAS
Mckinley Park,Other S/SE/SW Side,Southwest Side,16954,13.4,32.9,18.7,MP1,11,60609,9,498,6,2007,Morning,In-state,PAS
Loop,Loop,Central,65526,5.7,3.1,14.7,L,34,60605,1,502,26,2008,Evening,In-state,PAS
Archer Heights,Other S/SE/SW Side,Southwest Side,16134,16.5,35.9,14.1,AH,14,60632,8,498,185,2017,Morning,In-state,PAS
Belmont Cragin,Other N/NW Side,Northwest Side,15461,14.6,37.3,18.7,BC,31,60641,25,25,44,2011,Morning,In-state,Other
Austin,Other W Side,West Side,15957,22.6,24.4,28.6,A3,29,60644,15,498,181,2008,Midday,In-state,PAS
Roseland,Other S/SE/SW Side,Far Southeast Side,17949,20.3,16.9,19.8,R2,9,60628,5,498,10,2016,Morning,In-state,PAS
Uptown,Other N/NW Side,Far North Side,35787,8.9,11.8,24,U,46,60640,19,498,26,2009,Midday,In-state,PAS
South Shore,Other S/SE/SW Side,South Side,19398,20,14,31.1,SS,8,60649,4,6,105,1999,AfterWork,In-state,Other
Logan Square,Logan Square,North Side,31908,8.2,14.8,16.8,B4,32,60647,14,498,6,2016,Morning,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,WL2,34,60607,1,1,44,2005,AfterWork,In-state,PAS
Near West Side,Near West Side,West Side,44689,10.7,9.6,20.6,LI,28,60612,12,12,10,2005,Morning,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,32,60657,19,498,113,2002,Midday,In-state,PAS
Uptown,Other N/NW Side,Far North Side,35787,8.9,11.8,24,U,46,60613,19,498,6,2002,Morning,In-state,PAS
West Englewood,Other S/SE/SW Side,Southwest Side,11317,35.9,26.3,34.4,E2,16,60636,7,7,182,2012,Morning,In-state,PAS
Portage Park,Other N/NW Side,Northwest Side,24336,12.6,19.3,11.6,PP,30,60641,17,17,65,2001,Morning,In-state,PAS
Auburn Gresham,Other S/SE/SW Side,Far Southwest Side,15528,28.3,18.5,27.6,AG,18,60620,6,9,110,2015,Evening,In-state,PAS
Lake View,Lake View,North Side,60058,4.7,2.6,11.4,LV2,32,60657,19,19,178,2009,Evening,In-state,PAS
Uptown,Other N/NW Side,Far North Side,35787,8.9,11.8,24,U,48,60640,20,0,113,1997,Morning,In-state,PAS
Near South Side,Near South Side,Central,59077,4.9,7.4,13.8,NS,3,60616,1,1,44,2003,Evening,In-state,PAS
